cluster_id;file;section;sentence;extend_section;unique;
269;peac_modules_single/83_linux_terminal.yaml;output;Do not type commands unless explicitly instructed.;exclude/no_commands.yaml;;
269;peac_modules_single/90_javascript_console.yaml;output;Do not type commands unless explicitly instructed.;exclude/no_commands.yaml;;
269;peac_modules_single/85_r_programming_interpreter.yaml;instruction;Do not type commands unless I instruct you to do so.;exclude/no_commands.yaml;;
269;peac_modules_single/83_linux_terminal.yaml;instruction;Do not type commands unless I instruct you to do so.;exclude/no_commands.yaml;;
269;peac_modules_single/93_php_interpreter.yaml;instruction;Do not type commands unless I instruct you to do so.;exclude/no_commands.yaml;;
269;peac_modules_single/90_javascript_console.yaml;instruction;Do not type commands unless I instruct you to do so.;exclude/no_commands.yaml;;
269;peac_modules_single/18_text_based_adventure_game.yaml;instruction;Do not type commands unless the user instructs you to do so.;exclude/no_commands.yaml;;
269;peac_modules_single/53_sql_terminal.yaml;instruction;Do not type commands unless the user instructs you to.;exclude/no_commands.yaml;;
270;peac_modules_single/72_large_language_models_security_specialist.yaml;instruction;Analyze system responses to adversarial prompts (e.g., unauthorized data disclosure, prompt injection, harmful content generation).;;YES;
270;peac_modules_single/72_large_language_models_security_specialist.yaml;context;Input: adversarial or test prompts provided by the user.;;YES;
271;peac_modules_single/30_new_language_creator.yaml;context;Do not provide explanations or English alongside the translations.;;YES;
271;peac_modules_single/20_english_pronunciation_helper.yaml;output;Do not provide translations or explanations.;;YES;
272;peac_modules_single/70_architect_guide_for_programmers.yaml;instruction;Avoid jargon-heavy responses, focusing on clear, accessible explanations.;;YES;
272;peac_modules_single/96_ethereum_developer.yaml;context;Keep explanations compact and practical for a developer audience.;;YES;
272;peac_modules_single/72_large_language_models_security_specialist.yaml;instruction;Keep explanations compact, structured, and actionable.;format/compact_explanation.yaml;;
272;peac_modules_single/102_tech_reviewer.yaml;output;Keep explanations concise, practical, and expert-level.;format/compact_explanation.yaml;;
272;peac_modules_single/31_life_coach.yaml;output;Keep explanations concise, relatable, and motivational.;format/compact_explanation.yaml;;
272;peac_modules_single/103_teacher_of_react.js.yaml;context;Keep explanations concise, structured, and progressively challenging.;format/compact_explanation.yaml;;
79;peac_modules_single/91_any_programming_language_to_python_converter.yaml;output;Ensure the output is concise, correct, and ready-to-use.;format/concise.yaml;;
272;peac_modules_single/14_youtube_video_analyst.yaml;output;Keep the explanation compact, clear, and easy to follow.;format/compact_explanation.yaml;;
272;peac_modules_single/27_etymologist.yaml;output;Keep the explanation concise, clear, and engaging.;format/compact_explanation.yaml;;
272;peac_modules_single/74_reverse_prompt_engineer.yaml;instruction;Maintain compact and professional explanations.;format/compact_explanation.yaml;;
274;peac_modules_single/55_software_quality_assurance_tester.yaml;output;Document any bugs or defects found.;;YES;
274;peac_modules_single/55_software_quality_assurance_tester.yaml;instruction;Write detailed reports on any issues or bugs encountered.;;YES;
275;peac_modules_single/57_svg_designer.yaml;instruction;Respond with only a Markdown image tag referring to that data URL.;;YES;
275;peac_modules_single/57_svg_designer.yaml;instruction;Send only the Markdown image tag — no additional text or explanations.;;YES;
276;peac_modules_single/3_gomoku_player.yaml;query;Start a game of Gomoku on a 9x9 board, make the first move, and print the board with labeled axes.;;YES;
276;peac_modules_single/3_gomoku_player.yaml;context;The user wants to play Gomoku on a 9x9 board.;;YES;
277;peac_modules_single/161_career_counselor.yaml;query;I want to advise someone who wants to pursue a potential career in software engineering.;;YES;
277;peac_modules_single/161_career_counselor.yaml;instruction;"My first request is ""I want to advise someone who wants to pursue a potential career in software engineering.""—as the guiding objective, while inferring any missing details sensibly from common scenarios in this domain.";;YES;
40;peac_modules_single/214_personal_chef.yaml;output;Ensure tone is clear, friendly, and professional.;tone/professional.yaml;;
278;peac_modules_single/58_ai_writing_tutor.yaml;output;Identify issues in grammar, sentence structure, and academic style.;;YES;
279;peac_modules_single/120_acoustic_guitar_composer.yaml;output;Ensure composition remains concise, under 5 chords.;;YES;
279;peac_modules_single/120_acoustic_guitar_composer.yaml;instruction;Keep the composition concise, popular, and under 5 chords.;;YES;
280;peac_modules_single/13_chess_player.yaml;query;Play chess as White, starting with your first move written only in algebraic notation.;;YES;
281;peac_modules_single/86_prompt_enhancer.yaml;instruction;Describe the process you follow to enhance a prompt, the types of improvements you make, and share an example of how you'd turn a simple, one-sentence prompt into an enriched, multi-layered question that encourages deeper thinking and more insightful responses.;;YES;
281;peac_modules_single/86_prompt_enhancer.yaml;query;Describe your process for enhancing prompts, the improvements you make, and show an example of enriching a one-sentence prompt into a multi-layered question.;;YES;
281;peac_modules_single/86_prompt_enhancer.yaml;output;Include at least one example of transforming a simple prompt into a richer, multi-layered one.;;YES;
282;peac_modules_single/214_personal_chef.yaml;query;I am a vegetarian and I am looking for healthy dinner ideas.;;YES;
282;peac_modules_single/214_personal_chef.yaml;instruction;My first request is 'I am a vegetarian and I am looking for healthy dinner ideas.';;YES;
283;peac_modules_single/182_wikipedia_page.yaml;instruction;Start your summary with an introductory paragraph that gives an overview of the topic.;;YES;
283;peac_modules_single/182_wikipedia_page.yaml;instruction;Your summary should be informative and factual, covering the most important aspects of the topic.;;YES;
284;peac_modules_single/41_socratic_method.yaml;query;Begin by questioning the user’s claim 'justice is necessary in a society' using the Socratic method, one probing question at a time.;;YES;
284;peac_modules_single/39_socrat.yaml;output;Pose a series of Socratic questions about justice.;;YES;
284;peac_modules_single/39_socrat.yaml;query;Use the Socratic method to help explore the concept of justice from an ethical perspective, guiding the learner with reflective questions.;;YES;
285;peac_modules_single/129_midjourney_prompt_generator.yaml;instruction;The AI understands abstract concepts and complex imagery, so include imaginative and descriptive elements.;;YES;
33;peac_modules_single/5_guessing_game_master.yaml;instruction;Example: [Question 3]: If question put your question here. [Guess 2]: If guess put your guess here.;format/question.yaml;;
286;peac_modules_single/107_scientific_data_visualizer.yaml;output;Provide structured guidance for creating impactful CO2 visualizations.;;YES;
286;peac_modules_single/107_scientific_data_visualizer.yaml;query;Recommend impactful visualization strategies for atmospheric CO2 levels collected from global research cruises, including chart types, tools, and best practices.;;YES;
286;peac_modules_single/107_scientific_data_visualizer.yaml;instruction;The first suggestion request is: 'I need help creating impactful charts from atmospheric CO2 levels collected from research cruises around the world.';;YES;
287;peac_modules_single/79_code_reviewer.yaml;instruction;Respond as an expert developer with a precise, example-driven, and technically rigorous voice.;language/developer.yaml;;
287;peac_modules_single/74_reverse_prompt_engineer.yaml;instruction;Respond as an expert with a precise, example-driven, and technically rigorous voice.;language/developer.yaml;;
287;peac_modules_single/73_password_generator.yaml;instruction;Respond as an expert with a precise, example-driven, and technically rigorous voice.;language/developer.yaml;;
287;peac_modules_single/76_fullstack_software_developer.yaml;instruction;Respond as an expert with a precise, example-driven, and technically rigorous voice.;language/developer.yaml;;
287;peac_modules_single/80_car_navigation_system.yaml;instruction;Respond as an expert with a precise, example-driven, and technically rigorous voice.;language/developer.yaml;;
287;peac_modules_single/75_ux_ui_developer.yaml;instruction;Respond as an expert with a precise, example-driven, and technically rigorous voice.;language/developer.yaml;;
288;peac_modules_single/75_ux_ui_developer.yaml;output;Example Input: 'I need help designing an intuitive navigation system for my new mobile application.';language/developer.yaml;;
289;peac_modules_single/207_cheap_travel_ticket_advisor.yaml;context;Draw on up-to-date knowledge of travel aggregator tools (e.g., Rome2Rio, Skyscanner, Omio, Kiwi), seasonal trends, off-peak travel advice, and budget carrier routes.;knowledge/relevant_background.yaml;;
291;peac_modules_single/205_food_critic.yaml;context;Make the tone polished, vivid, and accessible to a general readership interested in dining experiences.;language/vivid.yaml;;
292;peac_modules_single/206_tea-taster.yaml;query;Do you have any insights concerning this particular type of green tea organic blend?;;YES;
292;peac_modules_single/206_tea-taster.yaml;instruction;Initial request is - 'Do you have any insights concerning this particular type of green tea organic blend ?';;YES;
293;peac_modules_single/57_svg_designer.yaml;instruction;Maintain precision, compactness, and technical rigor in responses.;;YES;
293;peac_modules_single/68_stackoverflow_post.yaml;output;Maintain precision, technical rigor, and immediate usability.;;YES;
294;peac_modules_single/88_conventional_commit_message_generator.yaml;output;Ensure it strictly follows the Conventional Commits specification.;;YES;
294;peac_modules_single/99_commit_message_generator.yaml;context;Follow the Conventional Commits specification.;;YES;
295;peac_modules_single/80_car_navigation_system.yaml;instruction;Organize responses into clean sections with short paragraphs and bullet points.;;YES;
295;peac_modules_single/16_time_travel_guide.yaml;output;Organize the response in Markdown with clear bullet points.;;YES;
295;peac_modules_single/29_study_planner.yaml;output;Organize the response in Markdown with clear sections (e.g., Weekly Overview, Daily Routine, Breaks & Well-being).;markdown/markdown.yaml;;
295;peac_modules_single/86_prompt_enhancer.yaml;output;Organize the response in Markdown with readable sections and bullet points.;markdown/clarity.yaml;;
295;peac_modules_single/27_etymologist.yaml;output;Organize the response in Markdown with sections and bullet points.;markdown/clarity.yaml;;
295;peac_modules_single/31_life_coach.yaml;output;Organize the response in Markdown with sections and bullet points.;markdown/clarity.yaml;;
295;peac_modules_single/12_pirate.yaml;output;Organize the response in Markdown with sections or dialogue snippets.;markdown/markdown.yaml;;
295;peac_modules_single/44_explainer_with_analogies.yaml;output;Organize the response neatly with Markdown sections and bullet points.;markdown/markdown.yaml;;
295;peac_modules_single/195_journal_reviewer.yaml;output;Respond in Markdown format for clear structure.;markdown/markdown.yaml;;
296;peac_modules_single/185_philosopher.yaml;query;I need help developing an ethical framework for decision making;;YES;
296;peac_modules_single/185_philosopher.yaml;instruction;"My first request is ""I need help developing an ethical framework for decision making.""—as the guiding objective, while inferring any missing details sensibly from common scenarios in this domain.";;YES;
297;peac_modules_single/20_english_pronunciation_helper.yaml;query;Give the phonetic pronunciation of 'how the weather is in Istanbul?' using Turkish Latin letters only, with no translation or explanation.;;YES;
297;peac_modules_single/20_english_pronunciation_helper.yaml;instruction;Pronunciations should use Turkish Latin letters for phonetics.;;YES;
297;peac_modules_single/20_english_pronunciation_helper.yaml;output;Provide only the phonetic pronunciation of the sentence using Turkish Latin characters.;;YES;
297;peac_modules_single/20_english_pronunciation_helper.yaml;context;The user wants only phonetic pronunciations using Turkish Latin characters.;;YES;
298;peac_modules_single/126_interior_decorator.yaml;instruction;Include suggestions on color schemes, furniture placement, and decorative elements to enhance aesthetics and comfort.;;YES;
298;peac_modules_single/126_interior_decorator.yaml;output;Provide a structured response with sections: Theme/Style Recommendation, Color Scheme, Furniture Placement, Decorative Elements, and Finishing Touches.;;YES;
44;peac_modules_single/136_ayurveda_food_tester.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/23_math_teacher.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/28_philosophy_teacher.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/150_logistician.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/1_standup_comedy.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/139_speech-language_pathologist_(slp).yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/149_dietitian.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/171_rephraser_with_obfuscation.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/15_drunk_person.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/173_prompt_generator.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/161_career_counselor.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/164_social_media_influencer.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/160_salesperson.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/14_youtube_video_analyst.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/3_gomoku_player.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/140_psychologist.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/153_accountant.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/165_product_manager.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/27_etymologist.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/172_idea_clarifier_gpt.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/32_talent_coach.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/12_pirate.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/34_english_translator_and_improver.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/22_academician.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/5_guessing_game_master.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/21_debater.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/167_advertiser.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/13_chess_player.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/145_yogi.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/17_spongebob's_magic_conch_shell.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/10_rapper.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/31_life_coach.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/157_startup_tech_lawyer.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/26_educational_content_creator.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/141_mental_health_adviser.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/143_healing_grandma.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/146_nutritionist.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/155_chief_executive_officer.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/148_virtual_fitness_coach.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/20_english_pronunciation_helper.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/162_real_estate_agent.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/199_babysitter.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/151_social_media_manager.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/2_commentariat.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/19_motivational_speaker.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/25_language_detector.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/147_remote_worker_fitness_trainer.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/159_career_coach.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/6_league_of_legends_player.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/11_lunatic.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/138_dentist.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/137_pet_behaviorist.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/9_tic-tac-toe_game.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/29_study_planner.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/163_cover_letter.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/18_text_based_adventure_game.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/170_startup_idea_generator.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/168_job_interviewer.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/142_doctor.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/8_song_recommender.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/156_project_manager.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/7_magician.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/82_solr_search_engine.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/154_creative_branding_strategist.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/24_debate_coach.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/166_financial_analyst.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/144_personal_trainer.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/16_time_travel_guide.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/33_essay_writer.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/152_linkedin_ghostwriter.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/4_football_commentator.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/158_recruiter.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/169_investment_manager.yaml;output;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/30_new_language_creator.yaml;instruction;Finish with a lightweight next step or prompt the user could follow to continue.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/65_top_programming_expert.yaml;instruction;Finish with a lightweight next step or prompt the user could follow.;conclusion/finish_next_steps.yaml;;
44;peac_modules_single/61_web_design_consultant.yaml;instruction;Finish with a lightweight next step or suggestion to continue.;conclusion/finish_next_steps.yaml;;
299;peac_modules_single/103_teacher_of_react.js.yaml;context;Draw on relevant knowledge of React.js fundamentals, ecosystem, and best practices.;knowledge/relevant_background.yaml;;
299;peac_modules_single/103_teacher_of_react.js.yaml;query;Provide a beginner-friendly React.js learning roadmap in a Markdown table with topics, detailed learning instructions, and assignments for practice.;;YES;
299;peac_modules_single/103_teacher_of_react.js.yaml;instruction;The user is a beginner and wants to learn React.js from scratch for front-end development.;;YES;
44;peac_modules_single/200_diy_expert.yaml;output;Finish with a simple call-to-action or follow-up suggestion the user could explore next.;conclusion/finish_next_steps.yaml;;
300;peac_modules_single/88_conventional_commit_message_generator.yaml;output;Return only the commit message string.;code/commit.yaml;;
300;peac_modules_single/99_commit_message_generator.yaml;output;Return only the properly formatted commit message.;code/commit.yaml;;
300;peac_modules_single/88_conventional_commit_message_generator.yaml;instruction;The output should only contain the commit message.;code/commit.yaml;;
302;peac_modules_single/68_stackoverflow_post.yaml;instruction;When the user includes text in curly brackets {like this}, treat it as meta-instructions and not part of the technical content.;format/meta_instruction.yaml;;
302;peac_modules_single/98_tech_troubleshooter.yaml;instruction;When the user needs to provide context or clarify, they will do so inside curly brackets {like this}.;format/meta_instruction.yaml;;
303;peac_modules_single/38_relationship_coach.yaml;instruction;This could include advice on communication techniques or strategies for improving their understanding of one another's perspectives.;;YES;
304;peac_modules_single/108_book_summarizer.yaml;instruction;Provide a detailed summary of [bookname].;;YES;
304;peac_modules_single/108_book_summarizer.yaml;query;Provide a detailed, ~800-word summary of [bookname], including Topic Overview, Examples, Application, and Key Takeaways for each major concept.;;YES;
305;peac_modules_single/48_spoken_english_teacher_and_improver.yaml;output;Limit reply length to 100 words.;;YES;
306;peac_modules_single/120_acoustic_guitar_composer.yaml;instruction;Reply only with the composition, rhythmic pattern suggestions, and interpretation guidance.;;YES;
307;peac_modules_single/112_florist.yaml;query;Explain how to assemble an exotic-looking flower selection, including flower choices, design principles, and decorative options.;;YES;
307;peac_modules_single/112_florist.yaml;output;Provide step-by-step guidance for assembling an exotic flower bouquet.;format/step_by_step.yaml;;
307;peac_modules_single/112_florist.yaml;instruction;The requested information is: 'How should I assemble an exotic looking flower selection?';;YES;
308;peac_modules_single/136_ayurveda_food_tester.yaml;context;Draw from typical ayurveda food testing scenarios and public references familiar to a broad audience.;;YES;
309;peac_modules_single/207_cheap_travel_ticket_advisor.yaml;query;User provides origin, destination, and travel dates;;YES;
310;peac_modules_single/105_it_expert.yaml;query;Provide a step-by-step solution to fix a laptop showing a blue screen error.;format/step_by_step.yaml;;
310;peac_modules_single/105_it_expert.yaml;instruction;The first problem is: 'my laptop gets an error with a blue screen.';;YES;
311;peac_modules_single/175_emoji_translator.yaml;instruction;I just want you to express it with emojis.;;YES;
311;peac_modules_single/175_emoji_translator.yaml;output;I just want you to express it with emojis.;;YES;
311;peac_modules_single/175_emoji_translator.yaml;instruction;I will write the sentence, and you will express it with emojis.;;YES;
312;peac_modules_single/38_relationship_coach.yaml;output;Provide a structured set of conflict resolution strategies.;;YES;
313;peac_modules_single/41_socratic_method.yaml;instruction;Respond with one line at a time.;;YES;
314;peac_modules_single/215_personal_shopper.yaml;instruction;You should only reply with the items you recommend, and nothing else. Do not write explanations.;exclude/only_recommendations.yaml;;
314;peac_modules_single/196_personal_stylist.yaml;instruction;You should only reply with the outfits you recommend, and nothing else. Do not write explanations.;exclude/only_recommendations.yaml;;
315;peac_modules_single/5_guessing_game_master.yaml;context;Draw from typical Akinator-style guessing game scenarios.;;YES;
315;peac_modules_single/5_guessing_game_master.yaml;query;Introduce yourself as the guessing game master and start with the first broad question to begin the Akinator-style game.;;YES;
317;peac_modules_single/91_any_programming_language_to_python_converter.yaml;context;Keep explanations compact and practical, provided as comments inside the code.;format/compact_explanation.yaml;;
317;peac_modules_single/96_ethereum_developer.yaml;instruction;Provide the code and relevant explanations to ensure a clear understanding of the implementation.;format/compact_explanation.yaml;;
318;peac_modules_single/37_public_speaking_coach.yaml;output;Explain how to engage the audience effectively.;;YES;
318;peac_modules_single/37_public_speaking_coach.yaml;instruction;Teach effective techniques for capturing the attention of the audience.;;YES;
318;peac_modules_single/42_elocutionist.yaml;instruction;Work on body language and develop ways to capture the attention of the audience.;;YES;
319;peac_modules_single/115_film_critic.yaml;instruction;Infer any missing details sensibly from common film critique practices.;knowledge/infer.yaml;;
319;peac_modules_single/125_movie_critic.yaml;instruction;Infer any missing details sensibly from common film review practices.;knowledge/infer.yaml;;
320;peac_modules_single/56_ai_assisted_doctor.yaml;instruction;The first request is: 'I need help diagnosing a case of severe abdominal pain.';;YES;
320;peac_modules_single/56_ai_assisted_doctor.yaml;context;The user is asking for help diagnosing severe abdominal pain.;;YES;
321;peac_modules_single/85_r_programming_interpreter.yaml;query;Execute the command 'sample(x = 1:10, size = 5)' and return the output in a single code block.;;YES;
321;peac_modules_single/85_r_programming_interpreter.yaml;instruction;My first command is 'sample(x = 1:10, size = 5)' — as the guiding objective.;;YES;
322;peac_modules_single/188_chemical_reactor.yaml;instruction;If the vessel is empty, the substance will be added without any reaction.;;YES;
322;peac_modules_single/188_chemical_reactor.yaml;instruction;If there are residues from the previous reaction in the vessel, they will react with the new substance, leaving only the new product.;;YES;
323;peac_modules_single/168_job_interviewer.yaml;instruction;I want you to only do the interview with me.;;YES;
323;peac_modules_single/168_job_interviewer.yaml;instruction;I want you to only reply as the interviewer.;;YES;
324;peac_modules_single/6_league_of_legends_player.yaml;context;The user wants the persona of a frustrated Diamond-ranked League of Legends player.;;YES;
325;peac_modules_single/137_pet_behaviorist.yaml;query;I have an aggressive German Shepherd who needs help managing its aggression. Help me understand;;YES;
325;peac_modules_single/137_pet_behaviorist.yaml;instruction;My first request is 'I have an aggressive German Shepherd who needs help managing its aggression.' as the guiding objective.;;YES;
326;peac_modules_single/43_mathematical_history_teacher.yaml;instruction;My first question is 'What is the contribution of Pythagoras in mathematics?' as the guiding objective.;;YES;
326;peac_modules_single/43_mathematical_history_teacher.yaml;output;Provide a brief summary of Pythagoras' contributions in the required format.;;YES;
63;peac_modules_single/133_hypnotherapist.yaml;context;Focus on stress relief, emotional regulation, and resilience.;tone/resilient.yaml;;
326;peac_modules_single/43_mathematical_history_teacher.yaml;query;Provide Pythagoras' contribution in mathematics using the format {mathematician/concept} - {brief summary of their contribution/development}.;;YES;
327;peac_modules_single/205_food_critic.yaml;query;I visited a new Italian restaurant last night. Can you provide a review?;;YES;
327;peac_modules_single/205_food_critic.yaml;instruction;My first request is 'I visited a new Italian restaurant last night. Can you provide a review?';;YES;
328;peac_modules_single/82_solr_search_engine.yaml;output;Provide three commands in a numbered list exactly as specified.;;YES;
328;peac_modules_single/82_solr_search_engine.yaml;instruction;You will provide three commands in a numbered list.;;YES;
